celebrity_name,season,week,season_rule,judge_score,estimated_fan_vote_pct,placement
Jake T. Austin,23,2,Percentage,24.0,0.04057336906382011,13
Maureen McCormick,23,2,Percentage,26.0,0.07652802902299134,8
Marilu Henner,23,2,Percentage,27.0,0.07909605766207582,6
Ryan Lochte,23,2,Percentage,24.0,0.07139154818659421,7
Calvin Johnson Jr.,23,2,Percentage,28.0,0.08166450995840688,3
Laurie Hernandez,23,2,Percentage,32.0,0.09193689557972655,1
Amber Rose,23,2,Percentage,24.0,0.07139154818660953,9
Rick Perry,23,2,Percentage,22.0,0.06625534980236124,12
James Hinchcliffe,23,2,Percentage,29.0,0.08423267980256406,2
Babyface,23,2,Percentage,30.0,0.0868008495627427,11
Vanilla Ice,23,2,Percentage,26.0,0.07652788781789444,10
Jana Kramer,23,2,Percentage,29.0,0.08423239723638445,4
Terra Jole,23,2,Percentage,31.0,0.08936887811782857,5
Maureen McCormick,23,3,Percentage,28.0,0.0865940642109754,8
Marilu Henner,23,3,Percentage,28.0,0.0865940642109754,6
Ryan Lochte,23,3,Percentage,25.0,0.08137666916421261,7
Calvin Johnson Jr.,23,3,Percentage,32.0,0.09355076017423614,3
Laurie Hernandez,23,3,Percentage,31.0,0.09181162814383617,1
Amber Rose,23,3,Percentage,25.0,0.08137666916421261,9
Rick Perry,23,3,Percentage,23.0,0.05789856134594052,12
James Hinchcliffe,23,3,Percentage,29.0,0.08833336494282244,2
Babyface,23,3,Percentage,25.0,0.08137700764629408,11
Vanilla Ice,23,3,Percentage,23.0,0.07789857520745286,10
Jana Kramer,23,3,Percentage,26.0,0.08311597007843187,4
Terra Jole,23,3,Percentage,30.0,0.09007266571060987,5
Maureen McCormick,23,4,Percentage,24.0,0.09168239313663051,8
Marilu Henner,23,4,Percentage,21.0,0.08955570360361766,6
Ryan Lochte,23,4,Percentage,22.0,0.09026479684352576,7
Calvin Johnson Jr.,23,4,Percentage,23.0,0.09097359501700138,3
Laurie Hernandez,23,4,Percentage,30.0,0.09593512379912837,1
Amber Rose,23,4,Percentage,24.0,0.09168229477832801,9
James Hinchcliffe,23,4,Percentage,28.0,0.09451758571235747,2
Babyface,23,4,Percentage,18.0,0.08104983071584143,11
Vanilla Ice,23,4,Percentage,23.0,0.09097379173166424,10
Jana Kramer,23,4,Percentage,23.0,0.09097379173148648,4
Terra Jole,23,4,Percentage,25.0,0.09239109293041865,5
Maureen McCormick,23,5,Percentage,24.0,0.1043493290391765,8
Marilu Henner,23,5,Percentage,27.0,0.11738990874933564,6
Ryan Lochte,23,5,Percentage,24.0,0.1043493290391765,7
Calvin Johnson Jr.,23,5,Percentage,24.0,0.1043493290391765,3
Laurie Hernandez,23,5,Percentage,25.0,0.10869618894256644,1
Amber Rose,23,5,Percentage,24.0,0.1043493290391765,9
James Hinchcliffe,23,5,Percentage,29.0,0.1260836285561106,2
Jana Kramer,23,5,Percentage,26.0,0.11304304884594571,4
Terra Jole,23,5,Percentage,27.0,0.11738990874933564,5
Maureen McCormick,23,6,Percentage,31.0,0.10999091988789426,8
Marilu Henner,23,6,Percentage,34.0,0.11251116333458681,6
Ryan Lochte,23,6,Percentage,30.0,0.10915073264191341,7
Calvin Johnson Jr.,23,6,Percentage,37.0,0.11503172510885405,3
Laurie Hernandez,23,6,Percentage,37.0,0.11503204325445189,1
Amber Rose,23,6,Percentage,28.0,0.09570789599359844,9
James Hinchcliffe,23,6,Percentage,38.0,0.11587223035311016,2
Jana Kramer,23,6,Percentage,40.0,0.11755255676778131,4
Terra Jole,23,6,Percentage,30.0,0.10915073265780958,5
Maureen McCormick,23,7,Percentage,33.0,0.10079854656207367,8
Marilu Henner,23,7,Percentage,32.0,0.12442838637666451,6
Ryan Lochte,23,7,Percentage,33.0,0.12595274601142,7
Calvin Johnson Jr.,23,7,Percentage,37.0,0.1320507965783172,3
Laurie Hernandez,23,7,Percentage,34.5,0.12823954692597606,1
James Hinchcliffe,23,7,Percentage,37.0,0.13205088369359647,2
Jana Kramer,23,7,Percentage,34.5,0.12823954692597606,4
Terra Jole,23,7,Percentage,34.5,0.12823954692597606,5
Marilu Henner,23,8,Percentage,23.0,0.12938649735406196,6
Ryan Lochte,23,8,Percentage,26.0,0.09446110370541767,7
Calvin Johnson Jr.,23,8,Percentage,30.0,0.1538337668883116,3
Laurie Hernandez,23,8,Percentage,33.0,0.16431113172628284,1
James Hinchcliffe,23,8,Percentage,34.9998,0.17129545591411027,2
Jana Kramer,23,8,Percentage,30.0,0.1538335137451495,4
Terra Jole,23,8,Percentage,24.0,0.13287853066666624,5
Marilu Henner,23,9,Percentage,36.0,0.14792894995724348,6
Calvin Johnson Jr.,23,9,Percentage,37.0,0.16907848917404003,3
Laurie Hernandez,23,9,Percentage,40.0,0.1724179560363414,1
James Hinchcliffe,23,9,Percentage,36.0,0.16796517628080546,2
Jana Kramer,23,9,Percentage,40.0,0.1724179560363414,4
Terra Jole,23,9,Percentage,38.0,0.1701914725152283,5
Calvin Johnson Jr.,23,10,Percentage,28.0,0.20440070506239502,3
Laurie Hernandez,23,10,Percentage,30.0,0.20957806331390752,1
James Hinchcliffe,23,10,Percentage,29.5,0.20828362790145183,2
Jana Kramer,23,10,Percentage,29.0,0.206989320200441,4
Terra Jole,23,10,Percentage,30.0,0.17074828352180463,5
Calvin Johnson Jr.,23,11,Percentage,38.3331,0.25174218428150386,3
Laurie Hernandez,23,11,Percentage,39.333200000000005,0.2521106308428639,1
James Hinchcliffe,23,11,Percentage,38.9998,0.2519878066108768,2
Jana Kramer,23,11,Percentage,35.5,0.24415937826475542,4
Charo,24,1,Percentage,21.0,0.08333249649120679,11
Mr. T,24,1,Percentage,20.0,0.08333255844370323,10
Heather Morris,24,1,Percentage,28.0,0.08333335558101941,8
Nancy Kerrigan,24,1,Percentage,28.0,0.08333335558101941,7
Bonner Bolton,24,1,Percentage,22.0,0.08333372643455829,5
Simone Biles,24,1,Percentage,32.0,0.08333461483944196,4
David Ross,24,1,Percentage,28.0,0.08333335558101941,2
Rashad Jennings,24,1,Percentage,31.0,0.08333446205011705,1
Chris Kattan,24,1,Percentage,17.0,0.08333403619720052,12
Erika Jayne,24,1,Percentage,24.0,0.0833323106336054,9
Normani,24,1,Percentage,27.0,0.08333341753350293,3
Nick Viall,24,1,Percentage,24.0,0.0833323106336054,6
Charo,24,2,Percentage,25.0,0.08075773250655192,11
Mr. T,24,2,Percentage,22.0,0.07530325239885308,10
Heather Morris,24,2,Percentage,30.0,0.08984828483395005,8
Nancy Kerrigan,24,2,Percentage,28.0,0.08621246061005865,7
Bonner Bolton,24,2,Percentage,28.0,0.08621221277422858,5
Simone Biles,24,2,Percentage,29.0,0.08803037270019572,4
David Ross,24,2,Percentage,27.0,0.08439405260121927,2
Rashad Jennings,24,2,Percentage,32.0,0.09348459309688281,1
Chris Kattan,24,2,Percentage,22.0,0.055303243889522534,12
Erika Jayne,24,2,Percentage,28.0,0.08621171669571705,9
Normani,24,2,Percentage,32.0,0.09348459326117355,3
Nick Viall,24,2,Percentage,25.0,0.08075748463164707,6
Charo,24,3,Percentage,24.0,0.06500000802847886,11
Mr. T,24,3,Percentage,24.0,0.08500001394889324,10
Heather Morris,24,3,Percentage,33.0,0.09999998213814094,8
Nancy Kerrigan,24,3,Percentage,33.0,0.09999998213814094,7
Bonner Bolton,24,3,Percentage,24.0,0.08500001385341088,5
Simone Biles,24,3,Percentage,32.0,0.09833330261398332,4
David Ross,24,3,Percentage,31.0,0.09666676799777024,2
Rashad Jennings,24,3,Percentage,28.0,0.09166673061307054,1
Erika Jayne,24,3,Percentage,26.0,0.08833337204334647,9
Normani,24,3,Percentage,34.0,0.10166645455012302,3
Nick Viall,24,3,Percentage,26.0,0.08833337207464163,6
Mr. T,24,4,Percentage,28.0,0.08509516404224335,10
Heather Morris,24,4,Percentage,35.0,0.10329295413153046,8
Nancy Kerrigan,24,4,Percentage,33.0,0.10155976575309975,7
Bonner Bolton,24,4,Percentage,32.0,0.10069303397273144,5
Simone Biles,24,4,Percentage,36.0,0.1041595942532704,4
David Ross,24,4,Percentage,31.0,0.0998266692630507,2
Rashad Jennings,24,4,Percentage,39.0,0.10675926783095323,1
Erika Jayne,24,4,Percentage,30.0,0.09896021256987651,9
Normani,24,4,Percentage,32.0,0.10069312564811812,3
Nick Viall,24,4,Percentage,30.0,0.09896021253512603,6
Heather Morris,24,5,Percentage,34.0,0.11570626755319544,8
Nancy Kerrigan,24,5,Percentage,36.0,0.12030152295591637,7
Bonner Bolton,24,5,Percentage,30.0,0.10651575662468094,5
Simone Biles,24,5,Percentage,38.0,0.12489656388194981,4
David Ross,24,5,Percentage,29.0,0.10421828985448646,2
Rashad Jennings,24,5,Percentage,32.0,0.1111112265905947,1
Erika Jayne,24,5,Percentage,32.0,0.07434961225904957,9
Normani,24,5,Percentage,39.0,0.12719438525120957,3
Nick Viall,24,5,Percentage,34.0,0.11570637502891712,6
Heather Morris,24,6,Percentage,37.0,0.07784563141935028,8
Nancy Kerrigan,24,6,Percentage,33.5,0.13305074586099114,7
Bonner Bolton,24,6,Percentage,31.5,0.12569006393699106,5
Simone Biles,24,6,Percentage,34.5,0.13673108681691876,4
David Ross,24,6,Percentage,31.0,0.12384989345293496,2
Rashad Jennings,24,6,Percentage,35.0,0.13857125728879535,1
Normani,24,6,Percentage,36.0,0.1422515982569076,3
Nick Viall,24,6,Percentage,30.5,0.12200972296711098,6
Nancy Kerrigan,24,7,Percentage,36.0,0.09522886636325058,7
Bonner Bolton,24,7,Percentage,31.0,0.134991720648079,5
Simone Biles,24,7,Percentage,39.0,0.15946168134012909,4
David Ross,24,7,Percentage,32.0,0.1380503736935532,2
Rashad Jennings,24,7,Percentage,39.0,0.15946168134012909,1
Normani,24,7,Percentage,42.0,0.16863762830235624,3
Nick Viall,24,7,Percentage,34.0,0.14416804831250282,6
Bonner Bolton,24,8,Percentage,29.0,0.1999995138862735,5
Simone Biles,24,8,Percentage,36.0,0.1999983634396529,4
David Ross,24,8,Percentage,32.5,0.200000326430083,2
Rashad Jennings,24,8,Percentage,37.5,0.20000200305319005,1
Normani,24,8,Percentage,39.5,0.1999997931908005,3
Simone Biles,24,9,Percentage,40.0,0.20450500337297253,4
David Ross,24,9,Percentage,35.0,0.2575088852411086,2
Rashad Jennings,24,9,Percentage,38.5,0.2698765519958604,1
Normani,24,9,Percentage,38.0,0.2681095593900585,3
David Ross,24,10,Percentage,36.3333,0.315041452781319,2
Rashad Jennings,24,10,Percentage,39.6666,0.3439236886703003,1
Normani,24,10,Percentage,39.333200000000005,0.34103485854838067,3
Sasha Pieterse,25,1,Percentage,18.0,0.07692216956528819,10
Frankie Muniz,25,1,Percentage,19.0,0.07692303836957749,3
Jordan Fisher,25,1,Percentage,22.0,0.07692344225064573,1
Derek Fisher,25,1,Percentage,18.0,0.07692216956528819,11
Nikki Bella,25,1,Percentage,20.0,0.0769225894707457,8
Terrell Owens,25,1,Percentage,15.0,0.07692417430266196,6
Victoria Arlen,25,1,Percentage,19.0,0.07692435566736755,5
Barbara Corcoran,25,1,Percentage,14.0,0.07692330549837595,13
Lindsey Stirling,25,1,Percentage,22.0,0.07692344225064573,2
Debbie Gibson,25,1,Percentage,17.0,0.07692327711304986,12
Nick Lachey,25,1,Percentage,18.0,0.07692216956528819,9
Drew Scott,25,1,Percentage,16.0,0.0769230667549003,4
Vanessa Lachey,25,1,Percentage,21.0,0.07692279962616497,7
Sasha Pieterse,25,2,Percentage,22.5,0.07947912345918709,10
Frankie Muniz,25,2,Percentage,24.0,0.08129170876653238,3
Jordan Fisher,25,2,Percentage,24.0,0.08129170876653238,1
Derek Fisher,25,2,Percentage,19.0,0.07524988273477327,11
Nikki Bella,25,2,Percentage,19.5,0.07585412467618735,8
Terrell Owens,25,2,Percentage,19.5,0.07585412467618735,6
Victoria Arlen,25,2,Percentage,22.0,0.07887488153194405,5
Barbara Corcoran,25,2,Percentage,17.0,0.0625623872162392,13
Lindsey Stirling,25,2,Percentage,22.5,0.07947923686711168,2
Debbie Gibson,25,2,Percentage,20.5,0.07706272211869063,12
Nick Lachey,25,2,Percentage,19.0,0.07525010945767213,9
Drew Scott,25,2,Percentage,20.5,0.07706260884710465,4
Vanessa Lachey,25,2,Percentage,23.5,0.08068738088183781,7
Sasha Pieterse,25,3,Percentage,19.0,0.090909347730946,10
Frankie Muniz,25,3,Percentage,21.0,0.09090892299603931,3
Jordan Fisher,25,3,Percentage,25.0,0.09090949096106551,1
Derek Fisher,25,3,Percentage,21.0,0.09090892299603931,11
Nikki Bella,25,3,Percentage,21.0,0.0909089230991504,8
Terrell Owens,25,3,Percentage,21.0,0.0909089230991504,6
Victoria Arlen,25,3,Percentage,22.0,0.09090927763343007,5
Lindsey Stirling,25,3,Percentage,27.0,0.0909088544279209,2
Nick Lachey,25,3,Percentage,21.0,0.09090892299603931,9
Drew Scott,25,3,Percentage,23.0,0.09090934874268788,4
Vanessa Lachey,25,3,Percentage,23.0,0.09090906531753086,7
Sasha Pieterse,25,4,Percentage,24.0,0.09183215777051847,10
Frankie Muniz,25,4,Percentage,24.0,0.09183215777051847,3
Jordan Fisher,25,4,Percentage,29.0,0.10311306929517326,1
Derek Fisher,25,4,Percentage,23.0,0.06362971340374791,11
Nikki Bella,25,4,Percentage,24.0,0.09183192830008145,8
Terrell Owens,25,4,Percentage,24.0,0.09183192830008145,6
Victoria Arlen,25,4,Percentage,27.0,0.0986006434598753,5
Lindsey Stirling,25,4,Percentage,26.0,0.09634432858356289,2
Nick Lachey,25,4,Percentage,22.0,0.08731975755941783,9
Drew Scott,25,4,Percentage,24.0,0.09183215777851224,4
Vanessa Lachey,25,4,Percentage,24.0,0.09183215777851084,7
Sasha Pieterse,25,5,Percentage,24.0,0.06431454966498214,10
Frankie Muniz,25,5,Percentage,29.0,0.1113420807300049,3
Jordan Fisher,25,5,Percentage,30.0,0.11410804357073115,1
Nikki Bella,25,5,Percentage,27.0,0.10580952776697045,8
Terrell Owens,25,5,Percentage,25.0,0.10027664243246001,6
Victoria Arlen,25,5,Percentage,27.0,0.10580952774609553,5
Lindsey Stirling,25,5,Percentage,28.0,0.10857563797030712,2
Nick Lachey,25,5,Percentage,22.0,0.09197748051738469,9
Drew Scott,25,5,Percentage,25.0,0.100276309866907,4
Vanessa Lachey,25,5,Percentage,24.0,0.09751019973415702,7
Frankie Muniz,25,6,Percentage,31.0,0.11047724543328823,3
Jordan Fisher,25,6,Percentage,39.0,0.11373758658292012,1
Nikki Bella,25,6,Percentage,36.0,0.1125147649895205,8
Terrell Owens,25,6,Percentage,37.0,0.1129223076094333,6
Victoria Arlen,25,6,Percentage,31.0,0.11047724543286586,5
Lindsey Stirling,25,6,Percentage,40.0,0.11414500115378623,2
Nick Lachey,25,6,Percentage,26.0,0.10314147786376433,9
Drew Scott,25,6,Percentage,30.0,0.11006960595641696,4
Vanessa Lachey,25,6,Percentage,36.0,0.11251476497800444,7
Frankie Muniz,25,7,Percentage,30.0,0.13153975666458556,3
Jordan Fisher,25,7,Percentage,27.0,0.12729763500695096,1
Nikki Bella,25,7,Percentage,24.0,0.1060881729376181,8
Terrell Owens,25,7,Percentage,24.5,0.1237627247018823,6
Victoria Arlen,25,7,Percentage,28.5,0.1294186453402428,5
Lindsey Stirling,25,7,Percentage,25.5,0.12517662476660507,2
Drew Scott,25,7,Percentage,28.5,0.1294186453358397,4
Vanessa Lachey,25,7,Percentage,27.0,0.12729779524627546,7
Frankie Muniz,25,8,Percentage,26.5,0.17441700309783328,3
Jordan Fisher,25,8,Percentage,30.0,0.18508934618841713,1
Terrell Owens,25,8,Percentage,25.5,0.13248949266663246,6
Victoria Arlen,25,8,Percentage,24.0,0.1667936344610526,5
Lindsey Stirling,25,8,Percentage,27.0,0.17594142793838752,2
Drew Scott,25,8,Percentage,23.5,0.165269095647677,4
Frankie Muniz,25,9,Percentage,25.5,0.2064518220986834,3
Jordan Fisher,25,9,Percentage,29.0,0.22382225676007517,1
Victoria Arlen,25,9,Percentage,28.0,0.14937775877881843,5
Lindsey Stirling,25,9,Percentage,28.5,0.22134077228430293,2
Drew Scott,25,9,Percentage,24.0,0.19900739007812013,4
Frankie Muniz,25,10,Percentage,38.8887,0.2524732399697082,3
Jordan Fisher,25,10,Percentage,40.0,0.2530868849872676,1
Lindsey Stirling,25,10,Percentage,40.0,0.25308685708631956,2
Drew Scott,25,10,Percentage,37.5,0.24135301795670466,4
Jamie Anderson,26,1,Percentage,19.0,0.058469571211864024,10
Johnny Damon,26,1,Percentage,18.0,0.09193056596463595,9
Kareem Abdul-Jabbar,26,1,Percentage,17.0,0.08799338187596956,8
Arike Ogunbowale,26,1,Percentage,20.0,0.09980338733708968,7
Jennie Finch Daigle,26,1,Percentage,21.0,0.1037395401799863,6
Chris Mazdzer,26,1,Percentage,21.0,0.1037395401799863,5
Mirai Nagasu,26,1,Percentage,23.0,0.11161270527641808,4
Tonya Harding,26,1,Percentage,23.0,0.11161270527641808,3
Josh Norman,26,1,Percentage,24.0,0.11554938727024523,2
Adam Rippon,26,1,Percentage,24.0,0.1155492154273868,1
Kareem Abdul-Jabbar,26,2,Percentage,29.5,0.11240646021893755,8
Arike Ogunbowale,26,2,Percentage,35.0,0.1275468160866706,7
Jennie Finch Daigle,26,2,Percentage,31.5,0.12492982878063187,6
Chris Mazdzer,26,2,Percentage,33.0,0.12605142624572224,5
Mirai Nagasu,26,2,Percentage,37.0,0.12904216184924874,4
Tonya Harding,26,2,Percentage,33.0,0.12605131622273522,3
Josh Norman,26,2,Percentage,31.5,0.12492982874680507,2
Adam Rippon,26,2,Percentage,37.0,0.12904216184924874,1
Jennie Finch Daigle,26,3,Percentage,29.0,0.16178803785115828,6
Chris Mazdzer,26,3,Percentage,33.0,0.16673349694841347,5
Mirai Nagasu,26,3,Percentage,35.0,0.16726812161660456,4
Tonya Harding,26,3,Percentage,35.0,0.16726812161804067,3
Josh Norman,26,3,Percentage,38.0,0.16807012440299804,2
Adam Rippon,26,3,Percentage,41.0,0.168872097562785,1
Tonya Harding,26,4,Percentage,28.0,0.327489278752424,3
Josh Norman,26,4,Percentage,28.5,0.3333333333333331,2
Adam Rippon,26,4,Percentage,29.0,0.33917738791424284,1
Juan Pablo Di Pace,27,1,Percentage,22.0,0.07889605994481869,5
Evanna Lynch,27,1,Percentage,18.0,0.07427670053704313,3
Nancy McKeon,27,1,Percentage,19.5,0.0760089606487262,11
John Schneider,27,1,Percentage,18.0,0.07427670053704313,8
Milo Manheim,27,1,Percentage,20.0,0.0765863797372518,2
Danelle Umstead,27,1,Percentage,18.0,0.07427670053704313,12
Mary Lou Retton,27,1,Percentage,20.0,0.07658637973074207,9
DeMarcus Ware,27,1,Percentage,23.0,0.08005089968479535,7
Nikki Glaser,27,1,Percentage,17.5,0.0562374675529352,13
Bobby Bones,27,1,Percentage,20.0,0.0765863797372518,1
Tinashe,27,1,Percentage,23.0,0.08005089917223428,10
Alexis Ren,27,1,Percentage,22.0,0.07889605941596517,4
Joe Amabile,27,1,Percentage,14.0,0.09727041276415008,6
Juan Pablo Di Pace,27,2,Percentage,26.0,0.09548147517192852,5
Evanna Lynch,27,2,Percentage,24.0,0.08973659021589725,3
Nancy McKeon,27,2,Percentage,20.5,0.07968323740659689,11
John Schneider,27,2,Percentage,21.5,0.08255503983629389,8
Milo Manheim,27,2,Percentage,26.0,0.09548110347472341,2
Danelle Umstead,27,2,Percentage,18.5,0.04736867686476518,12
Mary Lou Retton,27,2,Percentage,23.0,0.08686404460981377,9
DeMarcus Ware,27,2,Percentage,23.5,0.08829975979849375,7
Bobby Bones,27,2,Percentage,19.5,0.07681031997736373,1
Tinashe,27,2,Percentage,26.0,0.09548147517192852,10
Alexis Ren,27,2,Percentage,24.5,0.09117267734234413,4
Joe Amabile,27,2,Percentage,17.5,0.07106560012985089,6
Juan Pablo Di Pace,27,3,Percentage,30.0,0.0966014163016042,5
Evanna Lynch,27,3,Percentage,27.0,0.09257325127606855,3
Nancy McKeon,27,3,Percentage,22.0,0.06082688445619756,11
John Schneider,27,3,Percentage,21.0,0.0845169233097352,8
Milo Manheim,27,3,Percentage,27.0,0.092573252370522,2
Mary Lou Retton,27,3,Percentage,24.0,0.08854508757983338,9
DeMarcus Ware,27,3,Percentage,26.0,0.09123053123505295,7
Bobby Bones,27,3,Percentage,23.0,0.08720236660206916,1
Tinashe,27,3,Percentage,27.0,0.0925732527838027,10
Alexis Ren,27,3,Percentage,26.0,0.09123053016181555,4
Joe Amabile,27,3,Percentage,18.0,0.12212650392329881,6
Juan Pablo Di Pace,27,4,Percentage,24.0,0.09764126402010902,5
Evanna Lynch,27,4,Percentage,24.0,0.09764126402010902,3
John Schneider,27,4,Percentage,21.0,0.1205478160273177,8
Milo Manheim,27,4,Percentage,29.0,0.10933591377643143,2
Mary Lou Retton,27,4,Percentage,26.0,0.10231912445450782,9
DeMarcus Ware,27,4,Percentage,22.0,0.10878741078585934,7
Bobby Bones,27,4,Percentage,20.0,0.11820888628258511,1
Tinashe,27,4,Percentage,26.0,0.03902389002423126,10
Alexis Ren,27,4,Percentage,25.0,0.09998019417365761,4
Joe Amabile,27,4,Percentage,15.0,0.1065142364351916,6
Juan Pablo Di Pace,27,5,Percentage,29.0,0.11111123393496958,5
Evanna Lynch,27,5,Percentage,24.0,0.11111085447095964,3
John Schneider,27,5,Percentage,24.0,0.11111085447095964,8
Milo Manheim,27,5,Percentage,27.0,0.11111103480513344,2
Mary Lou Retton,27,5,Percentage,25.0,0.1111118104209679,9
DeMarcus Ware,27,5,Percentage,26.0,0.1111109746937617,7
Bobby Bones,27,5,Percentage,21.0,0.11111156997536942,1
Alexis Ren,27,5,Percentage,29.0,0.11111123393496958,4
Joe Amabile,27,5,Percentage,17.0,0.11111043329290902,6
Juan Pablo Di Pace,27,6,Percentage,30.0,0.11646377451728988,5
Evanna Lynch,27,6,Percentage,29.0,0.11483432720171452,3
John Schneider,27,6,Percentage,19.0,0.14916602633053397,8
Milo Manheim,27,6,Percentage,30.0,0.116463774508082,2
Mary Lou Retton,27,6,Percentage,24.0,0.07469427812536719,9
DeMarcus Ware,27,6,Percentage,26.0,0.10994598635747428,7
Bobby Bones,27,6,Percentage,22.0,0.10342819997635132,1
Alexis Ren,27,6,Percentage,27.0,0.11157543384855183,4
Joe Amabile,27,6,Percentage,22.0,0.10342819913463495,6
Juan Pablo Di Pace,27,7,Percentage,28.0,0.13402299863994876,5
Evanna Lynch,27,7,Percentage,29.5,0.13943672925758488,3
John Schneider,27,7,Percentage,27.0,0.08168971928437327,8
Milo Manheim,27,7,Percentage,29.0,0.13763209643357793,2
DeMarcus Ware,27,7,Percentage,26.5,0.12860920078190882,7
Bobby Bones,27,7,Percentage,26.5,0.12860920078190882,1
Alexis Ren,27,7,Percentage,27.5,0.13221837421265695,4
Joe Amabile,27,7,Percentage,23.5,0.11778168060804058,6
Juan Pablo Di Pace,27,8,Percentage,30.0,0.12545899378867117,5
Evanna Lynch,27,8,Percentage,29.0,0.16400685485792735,3
Milo Manheim,27,8,Percentage,27.5,0.1615816265051325,2
Bobby Bones,27,8,Percentage,22.5,0.1920429752496876,1
Alexis Ren,27,8,Percentage,29.0,0.1640068561630733,4
Joe Amabile,27,8,Percentage,23.0,0.19290269343550803,6
Evanna Lynch,27,9,Percentage,30.0,0.2597353896104117,3
Milo Manheim,27,9,Percentage,30.0,0.2597353896104117,2
Bobby Bones,27,9,Percentage,27.0,0.23377435064931418,1
Alexis Ren,27,9,Percentage,28.5,0.24675487012986244,4
Kate Flannery,28,1,Ranking_JudgeSave,15.0,0.08333214682766164,7
James Van Der Beek,28,1,Ranking_JudgeSave,21.0,0.08333442755049156,5
Kel Mitchell,28,1,Ranking_JudgeSave,16.0,0.0833320520506815,2
Ray Lewis,28,1,Ranking_JudgeSave,15.0,0.08333214682766164,11
Lamar Odom,28,1,Ranking_JudgeSave,11.0,0.08333382609812878,10
Sailor Brinkley-Cook,28,1,Ranking_JudgeSave,18.0,0.08333446238844767,9
Sean Spicer,28,1,Ranking_JudgeSave,12.0,0.08333243115862154,6
Mary Wilson,28,1,Ranking_JudgeSave,17.0,0.08333455716543106,12
Lauren Alaina,28,1,Ranking_JudgeSave,19.0,0.08333436761147403,4
Ally Brooke,28,1,Ranking_JudgeSave,16.0,0.0833320520506815,3
Karamo Brown,28,1,Ranking_JudgeSave,17.0,0.08333455716543106,8
Hannah Brown,28,1,Ranking_JudgeSave,20.0,0.08333297310528805,1
Kate Flannery,28,2,Ranking_JudgeSave,21.0,0.10022450140618558,7
James Van Der Beek,28,2,Ranking_JudgeSave,20.0,0.09982436066362779,5
Kel Mitchell,28,2,Ranking_JudgeSave,20.0,0.09982436066362779,2
Ray Lewis,28,2,Ranking_JudgeSave,15.0,0.10112858721729412,11
Lamar Odom,28,2,Ranking_JudgeSave,12.0,0.0,10
Sailor Brinkley-Cook,28,2,Ranking_JudgeSave,18.0,0.10067657935844361,9
Sean Spicer,28,2,Ranking_JudgeSave,16.0,0.10152879786318975,6
Mary Wilson,28,2,Ranking_JudgeSave,15.0,0.0,12
Lauren Alaina,28,2,Ranking_JudgeSave,19.0,0.09942426429493545,4
Ally Brooke,28,2,Ranking_JudgeSave,20.0,0.09982436066362775,3
Karamo Brown,28,2,Ranking_JudgeSave,19.0,0.09942426429493545,8
Hannah Brown,28,2,Ranking_JudgeSave,24.0,0.09811992357413266,1
Kate Flannery,28,3,Ranking_JudgeSave,24.0,0.09999934680843958,7
James Van Der Beek,28,3,Ranking_JudgeSave,23.0,0.10000035824995832,5
Kel Mitchell,28,3,Ranking_JudgeSave,20.0,0.10000076372092764,2
Lamar Odom,28,3,Ranking_JudgeSave,12.0,0.10000184716705551,10
Sailor Brinkley-Cook,28,3,Ranking_JudgeSave,23.0,0.09999727796660557,9
Sean Spicer,28,3,Ranking_JudgeSave,15.0,0.1000004141136538,6
Lauren Alaina,28,3,Ranking_JudgeSave,20.0,0.10000076372092764,4
Ally Brooke,28,3,Ranking_JudgeSave,24.0,0.09999934680843958,3
Karamo Brown,28,3,Ranking_JudgeSave,16.0,0.10000027909356217,8
Hannah Brown,28,3,Ranking_JudgeSave,21.0,0.09999960235043,1
Kate Flannery,28,4,Ranking_JudgeSave,26.0,0.11301130276369807,7
James Van Der Beek,28,4,Ranking_JudgeSave,28.0,0.11135850722710004,5
Kel Mitchell,28,4,Ranking_JudgeSave,32.0,0.10956230010497371,2
Lamar Odom,28,4,Ranking_JudgeSave,20.0,0.0,10
Sailor Brinkley-Cook,28,4,Ranking_JudgeSave,31.0,0.11114350212675979,9
Sean Spicer,28,4,Ranking_JudgeSave,21.0,0.11487904173794043,6
Lauren Alaina,28,4,Ranking_JudgeSave,32.0,0.10956230010497371,4
Ally Brooke,28,4,Ranking_JudgeSave,32.0,0.10956230010497371,3
Karamo Brown,28,4,Ranking_JudgeSave,28.0,0.11135844572460675,8
Hannah Brown,28,4,Ranking_JudgeSave,32.0,0.10956230010497373,1
Kate Flannery,28,5,Ranking_JudgeSave,24.0,0.11111096145856837,7
James Van Der Beek,28,5,Ranking_JudgeSave,26.0,0.11111100597521735,5
Kel Mitchell,28,5,Ranking_JudgeSave,26.0,0.11111100597521735,2
Sailor Brinkley-Cook,28,5,Ranking_JudgeSave,24.0,0.11111096145856837,9
Sean Spicer,28,5,Ranking_JudgeSave,19.0,0.11111106566862479,6
Lauren Alaina,28,5,Ranking_JudgeSave,23.0,0.11111115451042783,4
Ally Brooke,28,5,Ranking_JudgeSave,27.0,0.11111067430897607,3
Karamo Brown,28,5,Ranking_JudgeSave,21.0,0.11111154080555308,8
Hannah Brown,28,5,Ranking_JudgeSave,25.0,0.11111162983884673,1
Kate Flannery,28,6,Ranking_JudgeSave,27.0,0.27256643061513297,7
