celebrity_name,season,season_rule,placement,results,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_total_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_total_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_total_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_total_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_total_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_total_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_total_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_total_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_total_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_total_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_total_score
Jodie Sweetin,22,Percentage,6,Eliminated Week 8,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,8.0,7.0,8.0,,23.0,7.0,6.0,7.0,7.0,27.0,9.0,8.0,9.0,9.0,35.0,9.0,8.0,8.0,,25.0,8.0,8.5,9.0,,25.5,10.0,10.0,10.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Doug Flutie,22,Percentage,9,Eliminated Week 6,5.0,5.0,5.0,,15.0,7.0,6.0,7.0,,20.0,7.0,6.0,7.0,,20.0,6.0,6.0,6.0,6.0,24.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Von Miller,22,Percentage,7,Eliminated Week 7,8.0,6.0,7.0,,21.0,7.0,6.0,7.0,,20.0,7.0,6.0,7.0,,20.0,8.0,8.0,8.0,8.0,32.0,8.0,7.0,7.0,7.0,29.0,8.0,8.0,8.0,,24.0,8.5,8.5,9.0,,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Antonio Brown,22,Percentage,5,Eliminated Week 9,8.0,6.0,7.0,,21.0,6.0,6.0,7.0,,19.0,7.0,6.0,7.0,,20.0,9.0,8.0,9.0,9.0,35.0,7.0,6.0,6.0,7.0,26.0,9.0,9.0,9.0,,27.0,8.5,8.5,9.0,,26.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.5,,27.5,0.0,0.0,0.0,,0.0,,,,,0.0
Paige VanZant,22,Percentage,2,2nd Place,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,7.0,8.0,,23.0,9.0,9.0,9.0,9.0,36.0,8.0,8.0,7.0,8.0,31.0,9.0,10.0,9.0,,28.0,9.0,9.0,9.5,,27.5,10.0,9.0,9.0,,28.0,10.0,9.5,10.0,,29.5,10.0,9.6666,10.0,,29.666600000000003,,,,,0.0
Geraldo Rivera,22,Percentage,12,Eliminated Week 2,5.0,4.0,4.0,,13.0,5.0,4.0,4.0,,13.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Nyle DiMarco,22,Percentage,1,1st Place,8.0,7.0,8.0,,23.0,7.0,6.0,7.0,,20.0,8.0,8.0,9.0,,25.0,8.0,8.0,9.0,9.0,34.0,9.0,10.0,9.0,9.0,37.0,8.0,8.0,9.0,,25.0,9.5,9.0,9.5,,28.0,10.0,9.0,10.0,,29.0,9.5,9.5,9.5,,28.5,9.6666,9.6666,9.6666,,28.9998,,,,,0.0
Ginger Zee,22,Percentage,3,3rd Place,8.0,7.0,8.0,,23.0,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,9.0,9.0,9.0,9.0,36.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.5,,27.5,10.0,10.0,10.0,,30.0,9.0,9.5,9.5,,28.0,9.3333,9.6666,9.3333,,28.333199999999998,,,,,0.0
Wanya Morris,22,Percentage,4,Eliminated Week 9,8.0,7.0,8.0,,23.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,8.0,9.0,9.0,9.0,35.0,8.0,7.0,7.0,8.0,30.0,10.0,9.0,10.0,,29.0,9.0,9.0,9.5,,27.5,8.0,8.0,9.0,,25.0,10.0,10.0,10.0,,30.0,0.0,0.0,0.0,,0.0,,,,,0.0
Marla Maples,22,Percentage,10,Eliminated Week 4,7.0,7.0,7.0,,21.0,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Jake T. Austin,23,Percentage,13,Eliminated Week 2,5.0,6.0,5.0,6.0,22.0,6.0,6.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Maureen McCormick,23,Percentage,8,Eliminated Week 7,6.0,5.0,5.0,6.0,22.0,7.0,6.0,6.0,7.0,26.0,7.0,7.0,7.0,7.0,28.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,8.0,7.0,8.0,8.0,31.0,8.5,8.0,8.0,8.5,33.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Marilu Henner,23,Percentage,6,Eliminated Week 9,7.0,7.0,6.0,7.0,27.0,7.0,6.0,7.0,7.0,27.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,,21.0,9.0,9.0,9.0,,27.0,8.0,9.0,9.0,8.0,34.0,7.5,8.0,8.5,8.0,32.0,7.0,8.0,8.0,,23.0,9.0,9.0,9.0,9.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lochte,23,Percentage,7,Eliminated Week 8,6.0,6.0,6.0,6.0,24.0,6.0,6.0,6.0,6.0,24.0,6.0,7.0,6.0,6.0,25.0,7.0,7.0,8.0,,22.0,8.0,8.0,8.0,,24.0,7.0,8.0,8.0,7.0,30.0,8.5,8.0,8.0,8.5,33.0,8.0,9.0,9.0,,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Johnson Jr.,23,Percentage,3,3rd Place,7.0,6.0,6.0,7.0,26.0,7.0,7.0,7.0,7.0,28.0,8.0,8.0,8.0,8.0,32.0,8.0,7.0,8.0,,23.0,8.0,8.0,8.0,,24.0,9.0,10.0,9.0,9.0,37.0,9.5,9.0,9.0,9.5,37.0,10.0,10.0,10.0,,30.0,9.0,9.0,10.0,9.0,37.0,9.0,9.5,9.5,,28.0,9.3333,9.6666,9.6666,9.6666,38.3331
Laurie Hernandez,23,Percentage,1,1st Place,8.0,8.0,7.0,8.0,31.0,8.0,8.0,8.0,8.0,32.0,7.0,8.0,8.0,8.0,31.0,10.0,10.0,10.0,,30.0,8.0,9.0,8.0,,25.0,9.0,9.0,9.0,10.0,37.0,8.0,8.5,9.0,9.0,34.5,11.0,11.0,11.0,,33.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,,30.0,9.6666,10.0,9.6666,10.0,39.333200000000005
Amber Rose,23,Percentage,9,Eliminated Week 6,6.0,6.0,6.0,6.0,24.0,6.0,6.0,6.0,6.0,24.0,7.0,6.0,6.0,6.0,25.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,7.0,7.0,7.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Rick Perry,23,Percentage,12,Eliminated Week 3,5.0,5.0,5.0,5.0,20.0,6.0,5.0,6.0,5.0,22.0,6.0,5.0,6.0,6.0,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
James Hinchcliffe,23,Percentage,2,2nd Place,8.0,8.0,7.0,8.0,31.0,7.0,7.0,7.0,8.0,29.0,7.0,7.0,8.0,7.0,29.0,9.0,9.0,10.0,,28.0,10.0,9.0,10.0,,29.0,10.0,9.0,9.0,10.0,38.0,9.5,9.0,9.0,9.5,37.0,11.6666,11.6666,11.6666,,34.9998,9.0,9.0,9.0,9.0,36.0,9.5,10.0,10.0,,29.5,9.6666,9.6666,9.6666,10.0,38.9998
Babyface,23,Percentage,11,Eliminated Week 4,7.0,6.0,6.0,7.0,26.0,8.0,7.0,7.0,8.0,30.0,7.0,6.0,6.0,6.0,25.0,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Vanilla Ice,23,Percentage,10,Eliminated Week 4,7.0,5.0,6.0,7.0,25.0,6.0,7.0,6.0,7.0,26.0,6.0,6.0,5.0,6.0,23.0,8.0,7.0,8.0,,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Jana Kramer,23,Percentage,4,Eliminated Week 11,7.0,6.0,6.0,8.0,27.0,7.0,8.0,7.0,7.0,29.0,6.0,7.0,6.0,7.0,26.0,8.0,7.0,8.0,,23.0,9.0,8.0,9.0,,26.0,10.0,10.0,10.0,10.0,40.0,8.0,8.5,9.0,9.0,34.5,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,10.0,40.0,9.5,9.5,10.0,,29.0,8.5,9.0,9.0,9.0,35.5
Terra Jole,23,Percentage,5,Eliminated Week 10,7.0,6.0,6.0,6.0,25.0,8.0,7.0,8.0,8.0,31.0,8.0,7.0,8.0,7.0,30.0,9.0,8.0,8.0,,25.0,9.0,9.0,9.0,,27.0,7.0,8.0,8.0,7.0,30.0,8.5,8.5,9.0,8.5,34.5,8.0,8.0,8.0,,24.0,10.0,10.0,9.0,9.0,38.0,10.0,10.0,10.0,,30.0,0.0,0.0,0.0,0.0,0.0
Charo,24,Percentage,11,Eliminated Week 3,6.0,5.0,5.0,5.0,21.0,6.0,6.0,7.0,6.0,25.0,6.0,6.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Mr. T,24,Percentage,10,Eliminated Week 4,5.0,5.0,5.0,5.0,20.0,6.0,5.0,6.0,5.0,22.0,6.0,6.0,6.0,6.0,24.0,7.0,7.0,7.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Heather Morris,24,Percentage,8,Eliminated Week 6,7.0,7.0,7.0,7.0,28.0,8.0,6.0,8.0,8.0,30.0,9.0,8.0,8.0,8.0,33.0,8.0,9.0,9.0,9.0,35.0,8.0,8.0,9.0,9.0,34.0,9.0,9.5,9.0,9.5,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Nancy Kerrigan,24,Percentage,7,Eliminated Week 7,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,8.0,9.0,8.0,8.0,33.0,8.0,9.0,8.0,8.0,33.0,9.0,9.0,9.0,9.0,36.0,8.5,8.5,8.0,8.5,33.5,9.0,9.0,9.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Bonner Bolton,24,Percentage,5,Eliminated Week 8,6.0,5.0,5.0,6.0,22.0,8.0,5.0,8.0,7.0,28.0,6.0,6.0,6.0,6.0,24.0,8.0,8.0,8.0,8.0,32.0,7.0,8.0,8.0,7.0,30.0,8.0,8.5,7.5,7.5,31.5,7.5,7.5,8.5,7.5,31.0,7.5,7.0,7.5,7.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Simone Biles,24,Percentage,4,Eliminated Week 9,8.0,8.0,8.0,8.0,32.0,7.0,7.0,7.0,8.0,29.0,7.0,8.0,9.0,8.0,32.0,9.0,9.0,9.0,9.0,36.0,9.0,9.0,10.0,10.0,38.0,8.5,8.5,8.5,9.0,34.5,10.5,9.5,9.5,9.5,39.0,9.0,9.0,9.0,9.0,36.0,10.0,10.0,10.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
David Ross,24,Percentage,2,2nd Place,7.0,7.0,7.0,7.0,28.0,7.0,6.0,7.0,7.0,27.0,8.0,7.0,8.0,8.0,31.0,7.0,8.0,8.0,8.0,31.0,7.0,7.0,8.0,7.0,29.0,7.5,8.5,7.5,7.5,31.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.5,8.0,32.5,9.0,8.5,9.0,8.5,35.0,9.0,9.0,9.3333,9.0,36.3333,,,,,0.0
Rashad Jennings,24,Percentage,1,1st Place,8.0,7.0,8.0,8.0,31.0,8.0,8.0,8.0,8.0,32.0,7.0,7.0,7.0,7.0,28.0,10.0,9.0,10.0,10.0,39.0,7.0,8.0,9.0,8.0,32.0,8.5,9.5,8.5,8.5,35.0,9.5,9.5,10.5,9.5,39.0,9.5,9.0,9.5,9.5,37.5,9.5,9.0,10.0,10.0,38.5,10.0,9.6666,10.0,10.0,39.6666,,,,,0.0
Chris Kattan,24,Percentage,12,Eliminated Week 2,5.0,4.0,4.0,4.0,17.0,6.0,5.0,6.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Erika Jayne,24,Percentage,9,Eliminated Week 5,6.0,6.0,6.0,6.0,24.0,7.0,7.0,7.0,7.0,28.0,6.0,7.0,7.0,6.0,26.0,8.0,7.0,7.0,8.0,30.0,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Normani,24,Percentage,3,3rd Place,7.0,6.0,7.0,7.0,27.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,9.0,9.0,34.0,8.0,7.0,8.0,9.0,32.0,10.0,9.0,10.0,10.0,39.0,9.0,9.5,8.0,9.5,36.0,10.5,10.5,10.5,10.5,42.0,10.0,9.5,10.0,10.0,39.5,9.5,9.5,9.5,9.5,38.0,10.0,9.6666,9.6666,10.0,39.333200000000005,,,,,0.0
Nick Viall,24,Percentage,6,Eliminated Week 7,6.0,6.0,6.0,6.0,24.0,7.0,5.0,7.0,6.0,25.0,7.0,6.0,7.0,6.0,26.0,8.0,7.0,8.0,7.0,30.0,9.0,8.0,9.0,8.0,34.0,7.5,8.0,7.5,7.5,30.5,8.0,8.0,9.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Sasha Pieterse,25,Percentage,10,Eliminated Week 5,6.0,6.0,6.0,,18.0,8.0,7.5,7.0,,22.5,7.0,6.0,6.0,,19.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Frankie Muniz,25,Percentage,3,3rd Place,7.0,6.0,6.0,,19.0,8.0,7.5,8.5,,24.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,10.0,9.0,10.0,,29.0,7.0,8.0,8.0,8.0,31.0,10.0,10.0,10.0,,30.0,9.0,8.5,9.0,,26.5,8.5,8.0,9.0,,25.5,9.7777,9.3333,9.7777,10.0,38.8887,,,,,0.0
Jordan Fisher,25,Percentage,1,1st Place,8.0,7.0,7.0,,22.0,8.0,8.0,8.0,,24.0,9.0,7.0,9.0,,25.0,10.0,9.0,10.0,,29.0,10.0,10.0,10.0,,30.0,10.0,9.0,10.0,10.0,39.0,9.0,9.0,9.0,,27.0,10.0,10.0,10.0,,30.0,9.5,9.5,10.0,,29.0,10.0,10.0,10.0,10.0,40.0,,,,,0.0
Derek Fisher,25,Percentage,11,Eliminated Week 4,6.0,6.0,6.0,,18.0,6.5,6.0,6.5,,19.0,7.0,7.0,7.0,,21.0,7.0,8.0,8.0,,23.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Nikki Bella,25,Percentage,8,Eliminated Week 7,7.0,7.0,6.0,,20.0,6.5,6.5,6.5,,19.5,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.0,9.0,36.0,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Terrell Owens,25,Percentage,6,Eliminated Week 8,5.0,5.0,5.0,,15.0,6.5,6.0,7.0,,19.5,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,9.0,8.0,8.0,,25.0,9.0,9.0,10.0,9.0,37.0,8.0,8.0,8.5,,24.5,8.5,8.5,8.5,,25.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Victoria Arlen,25,Percentage,5,Eliminated Week 9,7.0,6.0,6.0,,19.0,7.5,7.0,7.5,,22.0,8.0,7.0,7.0,,22.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.0,,27.0,8.0,8.0,7.0,8.0,31.0,9.5,9.5,9.5,,28.5,8.0,8.0,8.0,,24.0,9.0,9.5,9.5,,28.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Barbara Corcoran,25,Percentage,13,Eliminated Week 2,5.0,4.0,5.0,,14.0,6.0,5.0,6.0,,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Lindsey Stirling,25,Percentage,2,2nd Place,7.0,8.0,7.0,,22.0,7.5,7.5,7.5,,22.5,9.0,9.0,9.0,,27.0,9.0,8.0,9.0,,26.0,9.0,10.0,9.0,,28.0,10.0,10.0,10.0,10.0,40.0,8.5,8.5,8.5,,25.5,9.5,8.5,9.0,,27.0,9.5,9.0,10.0,,28.5,10.0,10.0,10.0,10.0,40.0,,,,,0.0
Debbie Gibson,25,Percentage,12,Eliminated Week 2,6.0,5.0,6.0,,17.0,7.0,6.5,7.0,,20.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Nick Lachey,25,Percentage,9,Eliminated Week 6,6.0,6.0,6.0,,18.0,7.0,6.0,6.0,,19.0,7.0,7.0,7.0,,21.0,8.0,7.0,7.0,,22.0,7.0,8.0,7.0,,22.0,7.0,6.0,7.0,6.0,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Drew Scott,25,Percentage,4,Eliminated Week 10,6.0,5.0,5.0,,16.0,7.0,6.5,7.0,,20.5,8.0,7.0,8.0,,23.0,8.0,8.0,8.0,,24.0,9.0,8.0,8.0,,25.0,7.0,7.0,9.0,7.0,30.0,9.5,9.5,9.5,,28.5,8.0,7.5,8.0,,23.5,8.0,8.0,8.0,,24.0,9.0,9.5,9.5,9.5,37.5,,,,,0.0
Vanessa Lachey,25,Percentage,7,Eliminated Week 7,7.0,7.0,7.0,,21.0,8.0,8.0,7.5,,23.5,7.0,8.0,8.0,,23.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,9.0,36.0,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Jamie Anderson,26,Percentage,10,Eliminated Week 1,6.0,7.0,6.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Johnny Damon,26,Percentage,9,Eliminated Week 1,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Kareem Abdul-Jabbar,26,Percentage,8,Eliminated Week 2,6.0,5.0,6.0,,17.0,7.5,8.0,7.0,7.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Arike Ogunbowale,26,Percentage,7,Eliminated Week 2,7.0,6.0,7.0,,20.0,8.5,9.5,8.5,8.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Jennie Finch Daigle,26,Percentage,6,Eliminated Week 3,7.0,7.0,7.0,,21.0,7.5,8.5,8.0,7.5,31.5,7.0,8.0,7.0,7.0,29.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Chris Mazdzer,26,Percentage,5,Eliminated Week 3,7.0,7.0,7.0,,21.0,8.5,8.5,8.0,8.0,33.0,8.0,9.0,7.0,9.0,33.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Mirai Nagasu,26,Percentage,4,Eliminated Week 3,7.0,8.0,8.0,,23.0,9.0,10.0,9.0,9.0,37.0,9.0,9.0,8.0,9.0,35.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Tonya Harding,26,Percentage,3,3rd Place,8.0,8.0,7.0,,23.0,8.0,9.0,8.0,8.0,33.0,8.5,9.5,8.5,8.5,35.0,9.0,9.5,9.5,,28.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Josh Norman,26,Percentage,2,2nd Place,8.0,8.0,8.0,,24.0,7.5,8.0,8.0,8.0,31.5,9.5,9.5,9.5,9.5,38.0,9.5,9.5,9.5,,28.5,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Adam Rippon,26,Percentage,1,1st Place,8.0,8.0,8.0,,24.0,9.0,9.5,9.0,9.5,37.0,10.5,10.5,9.5,10.5,41.0,9.5,9.5,10.0,,29.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0
Juan Pablo Di Pace,27,Percentage,5,Eliminated Week 8,7.0,7.0,8.0,,22.0,9.0,8.0,9.0,,26.0,10.0,10.0,10.0,,30.0,8.0,8.0,8.0,,24.0,10.0,9.0,10.0,,29.0,10.0,10.0,10.0,,30.0,9.5,9.0,9.5,,28.0,10.0,10.0,10.0,,30.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
Evanna Lynch,27,Percentage,3,3rd Place,7.0,5.0,6.0,,18.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,10.0,9.0,10.0,,29.0,10.0,9.5,10.0,,29.5,10.0,9.5,9.5,,29.0,10.0,10.0,10.0,,30.0,,,,,0.0,,,,,0.0
Nancy McKeon,27,Percentage,11,Eliminated Week 3,6.5,6.5,6.5,,19.5,7.0,6.5,7.0,,20.5,8.0,7.0,7.0,,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
John Schneider,27,Percentage,8,Eliminated Week 7,7.0,5.0,6.0,,18.0,7.5,6.5,7.5,,21.5,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,6.0,7.0,6.0,,19.0,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
Milo Manheim,27,Percentage,2,2nd Place,7.0,6.0,7.0,,20.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,10.0,9.0,10.0,,29.0,9.0,8.0,10.0,,27.0,10.0,10.0,10.0,,30.0,10.0,9.0,10.0,,29.0,9.0,9.0,9.5,,27.5,10.0,10.0,10.0,,30.0,,,,,0.0,,,,,0.0
Danelle Umstead,27,Percentage,12,Eliminated Week 2,6.0,6.0,6.0,,18.0,6.5,6.0,6.0,,18.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
